회사명,면접질문,면접답변 혹은 면접느낌,subjects
에스케이(주),['조별 토론 주제 : 은행과 si업체 협상. 조 인원은 많고 주어진 시간은 한정됨'],"주어진 자료를 보며 적당히 협상했습니다 채용방식 필기시험, 인/적성검사, 그룹 프로젝트, PT면접, 그룹면접, 토론면접",{}
에스케이(주),"['지원하게 된 동기가 어떻게 됩니까? 동아리 활동을 적극적으로 하였습니까?', '발표시기', '17일 후', '""면접은 다소 편안한 분위기에서 진행됐다. 인성에 대한 질문도 있었으며 관련 기술', '에 관한 질문도 있었으나 어렵지 않은 수준이었다. 무난한 면접이다.""', '불합격', '보통', '도움이 돼요 1']",,{}
에스케이(주),"['전 직장에서의 업무, 주 업무내용, 왜 이직을 하게 되었는지?, 살면서 가장 어려웠던 경험이 무엇인지.']","전 직장에서의 업무를 말 했고, 이직 사유는 SK이니까 오고 싶었다는 식의 답변을 했었네요;; 특이한 내 용은 없었습니다 채용방식 인/적성검사, PT면접",{}
에스케이(주),"['1.관심있는 IT분야는 무엇입니까', '2.프로젝트 경험을 말해보세요']","위치기반 서비스 목소리기반 감정분석 앱을 개발 채용방식 인/적성검사, 스킬테스트, 그룹면접, 토론면접",{}
에스케이(주),['알약이 둥근 이유는 무엇인가에 대해서 토론하라. (12명 1조)'],"따로 제시된 답은 없음. 답이 중요한 것이 아니라 과정이 중요한 것 같음 ""서류 - 인적성 - 1차 면접 - 2차 면접 - 신체검사 - 합격"" 불합격 긍정적 도움이 돼요 0",{}
에스케이(주),['인성면접 시 자기소개와 살아온 경험에 관한 질문'],"자신감있게 스토리 텔링 하는것이 좋게 보인것 같음. 채용방식 인/적성검사, 케이스 면접, PT면접, 영어면접, 개인면접",{}
에스케이(주),"['1. 지원동기', '2. 개발 역량', '3. 멀리서 일하는거 괜찮냐', '4. 마지막으로 할 말', '5. 어떤 일 하고싶냐']","1. 2. Java 다룰수 있다. 그간 교육받은 내용 설명 3. 다 괜찮다 4. 열심히 하겠다 5. 시스템 개발하고 싶다. 채용방식 인/적성검사, 개인면접",{}
에스케이(주),['왜 이직하려는가? 이전에 어떤 경험이 있었나? 그리고 약간의 압박면접'],"내가 잘 하려고 하는 일을 하기 위해 이직. 지원분야의 경험이 있어 자신있음 채용방식 인/적성검사, PT면접, 개인면접",{}
에스케이(주),['지금까지 살면서 가장 행복했던 일은 어떤것이냐'],"바로 생각나는 가장 행복했던 일이 없어서 현재까지 가장 결정을 잘 한 일에 대해서 얘기했는데 면접관 이 좋게 봄. 채용방식 인/적성검사, PT면접, 그룹면접, 영어면접, 개인면접, 기타",{}
에스케이(주),"['지원 동기가 무엇이었는지, 장점과 단점을 이야기 해주세요.', '채용방식', '필기시험, 인/적성검사, 개인면접', '발표시기', '60일 후', '""신입으로 입사. 서류, 필기 시험, 최종면점""', '합격', '보통', '도움이 돼요 0']",,{}
에스케이(주),"['자신이 가장 자신있는 분야, 언어가 무엇인지']","이전의 경험을 바탕으로 최대한 자세히 대답하는 것이 좋다 기술적인 질문은 별로 없음 채용방식 인/적성검사, 그룹면접",{}
에스케이(주),['인성 질문에서 집요하게 정말 아주 사소한 법도 어긴적이 없냐고 물음'],"평소에도 좀 고지식한 편이라 없다고 대답 채용방식 인/적성검사, 논술 시험, 케이스 면접, 그룹면접",{}
에스케이(주),['pt면접은 문제를 제시하고 30분 안에 전지에 답을 쓰고 면접관 2명 앞에서 발표를 합니다.'],"준비했던 자료를 발표하고 구체적인 질문에 대해 답하였습니다. 채용방식 필기시험, PT면접, 토론면접",{}
에스케이(주),"['책임감을 가지고 했던일, 어떤일을 하는지 아는지, 다뤄본 용어는 뭐가있는지, 업무가 많이힘든데 괜찮', '은지?']","대학교 시절했던 프로젝트경험, 다뤘던 용어에 대해 간단하게 답했습니다 채용방식 인/적성검사, PT면접, 개인면접, 기타",{}
에스케이(주),['진행했던 프로젝트 중 가장 어려웠던 경험에 대해 말하고 이를 어떻게 극복했는지 얘기해보시오.'],"어려웠던적은 동료와의 의견 불일치로 최초 설계단계 진행이 더뎠음 채용방식 인/적성검사, 그룹면접, 개인면접",{}
에스케이(주),['역사에 관심이 있나요? 또는 어려웠던 경험이 있나요? 있으면 설명해주세요'],"네 저는 어렷을때 처음 역사를 알아야 미래를 안다. 라는 소리를 듣고 역사공부를 했지만 흥미가 있어 계속하게 되고 관심을 가지게 되었습니다. 채용방식 논술 시험, 개인면접",{}
에스케이(주),['어디서근무하고싶냐. 뭘잘하냐. 자기소개해봐라. 마지막하고싶은말은'],"하이닉스쪽 si하고싶다말함. 관심이많았다고함. 그동안해왔던거말함 ""그냥 일상적인질문들... 왜 떨어지는지도모름 ... 2대2로 임원면접"" 불합격 긍정적 도움이 돼요 0",{}
에스케이(주),['자기소개서에 쓰여진 것 말고 전공과 무관한 활동 중에 어필할 만한 것이 있는가?'],"처음엔 대외활동 내에 프로젝트 활동을 말하다가 지적을 받고, 봉사활동 경험에 대해 설명했습니다. 채용방식 필기시험, 인/적성검사, PT면접, 그룹면접, 토론면접, 개인면접",{}
에스케이(주),"['신입사원들 면접에선 통상적으로 마인드 자세 위주로 물어봤던것 같습니다. 심도있는 질문같은건 없었', '습니다.', '채용방식', '필기시험, PT면접, 그룹면접', '발표시기', '14일 후', '""신입사원 면접으로 통상 대기업에서 행해지는 면접과 별 반 다를 건 없었습니다.""', '합격', '보통', '도움이 돼요 1']",,{}
에스케이(주),"['왜 많은 회사중 이곳을 지원했나?', '자기소개 해봐라']","비전이 있어보여서 지원했습니다 채용방식 인/적성검사, PT면접, 그룹면접, 토론면접",{}
에스케이(주),"['그룹과제 3개, 토론 1개, 협상 1개, PT 1개씩 하루종일 진행됩니다.']","그룹과제는 협동심을 보기위한것 같고, 어떠한 문제를 제시한 후 팀원들끼리 답을 찾아내야하는 형식 입니다. 토론은 한개의 주제를 갖고 긍정적 부정적 영향에대해 토의한 후 해결방안을 도출해내는 형식입니다. 협상은 두개의 팀으로 나뉘어 서로에게 유리한 조건으로 협상을 이끌어 나가는 과정입니다. 모든 과정에서 면접관은 문제만 제시할 뿐 참가자들 스스로 진행해야 합니다. 채용방식 PT면접, 그룹면접",{}
에스케이(주),['다양한 주제를 주고 토의하는데 그 난이도가 상당히 어려움'],"주제가 다양했기때문에 딱히 뭐가 맞다라고 대답하기 힘들었음. 채용방식 필기시험, 인/적성검사, 케이스 면접, PT면접, 그룹면접, 토론면접",{}
에스케이(주),"['역량은 개인피티이고요. 4절지 하나에 피티내용을 적습니다.', '임원은 굉장히 편안한 분위기에서 진행됩니다.']","반도체 시스템 구축-점진적or급진적? 채용방식 인/적성검사, PT면접, 개인면접",{}
에스케이(주),['회사에 지원한 이유한 이유가 어떻게 되나요............'],"각자 답변 ""글로벌 채용으로 영어 프리젠테이션과 이력서 질문으로 평의한 면접이었음"" 합격 긍정적 도움이 돼요 0",{}
에스케이(주),['우리 회사에 왜 들어오려고 하는가? 타 기업은 쓰지 않았나?'],"소신껏 이야기하면 됨. 빅3 이야기하면 바로 탈락. SK의 장점만 이야기하면서 마무리 지으면 됨. 채용방식 인/적성검사, PT면접, 그룹면접, 토론면접, 개인면접, 워크숍",{}
에스케이(주),"['1. 군 관련 프로젝트를 하게 되면 전방에 가서 일할 수도 있는데 괜찮겠습니까?', '2. 6주 동안 진행되는 인턴을 지원했는데 회사에서 16주를 더 연장하자고 하면 괜찮습니까?']","1. 예, 할 수 있습니다. 2. 6주와 16주 과정의 인턴 중 6주를 선택한 것은 인턴 후 전환 보장이 확실치 않아 어려울거 같습니다. 혹시 전환이 되지 않는다면 내년 상반기 취업을 해야하기에 6주 과정에 지원하게 됐습니다. 16주의 과 정을 통해 더 많이 배우고 싶지만 6주의 과정에도 최선을 다하겠습니다. 채용방식 필기시험, 인/적성검사, 그룹면접",{}
에스케이(주),['SI 기업이라 직무 난이도가 상당할텐데 괜찮겠냐는 질문.'],"이 분야가 힘든것을 대학생활을 통해 알고있었고, 그래서 오랫동안 체력단련을 해왔다. 하고싶은 일을 잘 하기위해서 체력을 증진시켰으니 업무에서 오는 스트레스를 잘 견딜 수 있을거라 생각합니다. 채용방식 인/적성검사, 케이스 면접, PT면접, 개인면접",{}
에스케이(주),"['창의적으로 일을 해결한 경험', '수행 프로젝트 관련경햠', '채용방식', '필기시험, 인/적성검사, PT면접, 개인면접', '발표시기', '13일 후', '""전체적인 면접진행이 원만했고', '진행요원들이 지원자들을 배려해주는게 느껴졌음""', '불합격', '보통', '도움이 돼요 0']",,{}
에스케이(주),['경력중 주요프로젝트 경험내용. 회사 합격후 포부 등 질문'],"주요프로젝트 10개 정도 구술함. 합격후 특정분야에서 기술지원 수행 채용방식 필기시험, 인/적성검사, 개인면접",{}
에스케이(주),['현재까지 개발해본 프로젝트를 발표하세요'],"넘 긴장해서 별로 대답이 못했네요.저가 개발해본 일부분만 ... 채용방식 필기시험, 인/적성검사, 그룹 프로젝트, PT면접, 영어면접, 토론면접, 개인면접 ""필기시험, 1차면접, 2차면접,인성면접을 하루 안에 모두 진행하였습니다"" 대기중 부정적 도움이 돼요 0",{}
에스케이(주),['자기소개 및 회사가 어떤일하는지 자신의 장단점등'],"미리 회사가하는일을 위주로 공부해서 답변 자신의 장단점을 최대한 객관적으로 채용방식 인/적성검사, 케이스 면접, PT면접, 영어면접, 개인면접",{}
에스케이(주),"['1차는 주어진 과제를 해결해서 PT하려는 것을 준비하는 과정이고 2차는 준비한 PT내용을 실무진 및', '임원에게 보고하는 형식의 면접을 진행한다']","내가 생각하고 있는 것을 최대한 어필하여 말이되게끔 보고했다. 채용방식 필기시험, 인/적성검사, 그룹 프로젝트, 개인면접",{}
에스케이(주),['기술면접과 인성면접의 차이가 크지않음. 소위 압박면접이라는 인내심과 침착함이 필요함'],"크게 당황하지 않고 대응한다면 잘 넘어갈 수 있음. 채용방식 인/적성검사, 그룹면접",{}
에스케이(주),"['학교 프로젝트경험, it기술, 입사후포부, 하고싶은말']","해당하는항목에 진솔하게 답했음 채용방식 인/적성검사, PT면접, 개인면접",{}
에스케이(주),"['자기소개서 위주와 직군별 지식 큰 어려움 없음', '채용방식', '인/적성검사, PT면접, 그룹면접', '발표시기', '15일 후', '합격', '보통', '도움이 돼요 0']",,{}
에스케이(주),"['특이한 건 없었음 전공 면접 전혀 없음 회사 질문 전혀 없음', '타사 지원여부 정도?']","1% 과장없이 적나라하게 사실적으로 말함. 채용방식 인/적성검사, 케이스 면접, PT면접, 그룹면접, 토론면접, 개인면접",{}
에스케이(주),['지금까지 만났던 상사 중 본인을 가장 잘 평가할 수 있는 사람에 대해서 얘기해 달라.'],"가장 껄끄러웠던 상사와 가장 힘들었지만 즐겁게 모신 상사를 언급함 채용방식 인/적성검사, PT면접, 개인면접",{}
에스케이(주),"['신입사원 면접에서는 크게 어려운 질문은 없었습니다. 기술적인 질문의 난이도도 크게 어려운 문제는', '없었습니다.', '채용방식', '인/적성검사, PT면접, 영어면접, 토론면접, 개인면접', '발표시기', '20일 후', '""신입사원으로 입사하였습니다.', '1. 서류접수', '2. 인적성', '3. 면접', '의 순으로 진행되었습니다.""', '합격', '보통', '도움이 돼요 0']",,{}
에스케이(주),"['인성면접 당시, 영어와 관련한 언급이 있었습니다. 영어는 잘 하나?']","저는 사실 영어능력, 특히 회화가 부족함을 느끼고 있음을 사실대로 말씀 드렸습니다. 그래서 입사지원 서 영어회화능력 표기에 ""중""으로 표기하였음을 말씀 드렸습니다. 이때 면접관님이 제 지원서를 보시며..""상""이라고 했던 것 같은데...하시다가 실제로 ""중""으로 표기되어 있는 것을 확인하셨고, ""만약 상이라고 했으면 이자리에서 영어로 소개해보라고 시켰을 것이다"" 하시며 솔직하게 표기하고 답변한 저를 좋게 봐주셨습니다. 이후, 그렇지만 회사가 Global로 진출해야 하는데, 이를 어떻게 극복할 것이냐 질문 하셨습니다. 영어는 제게 있어 늘 걸림돌이 되어 왔지만, 그랬기에 저에게는 하나의 목표가 있다고 말씀 드렸습니다. 제가 한국에서 공부하며 영어에 많은 어려움을 느꼈기에, 나중에 제 자식에게는 그런 어려움으르 느끼 ""PT면접-인성면접-논술면접 PT면접 준비 : 약 50분 가량의 시간 동안 주어진 자료를 바탕으로 PT자료 작성해야 합니다. 저의 경우 부동산 입지선정 관련한 주제였는데요, A/B/C/D 여러 입지 중 최적의 장소를 선정하고, 선정한 근거를 다각도로 제시했습니다. 대기실 이동 : 대기실로 이동하여 간략한 자기소개 질의응답서를 작성합니다. 이후 순서에 따라 PT발표, 인성면접, 논술면접이 동시다발적으로 진행됩니다. PT면접 : 준비한 자료를 두분의 면접관 앞에서 프레젠테이션 하였습니다. 주요 수 치들과 용어는 가급적 암기하여 발표하였습니다. 비교적 발표경험이 많았었기에 논 리적 근거를 바탕으로 무사히 발표를 마쳤고, 면접관 두분의 칭찬을 들었습니다. 제 시한 근거가 합리적이었는지 질문할 사항이 별로 없다는 이야기를 하시고, 크게 무 리 없이 지나갔습니다. 인성면접 : 면접관 세분이 앉아 계셨으며, 대기실에서 작성한 질의내용과 입사지원 서를 바탕으로 질문하셨습니다. 저의 경험을 진실성을 담아 전달하려고 노력하였 고, 면접관님들의 공감을 얻어냈습니다. 마지막으로 하고 싶은 말이 있으면 하라고 하셔서, 바쁘신 와중에 시간 내주셔서 감사하며, 저를 어필하는 멘트를 했고 좋은 반 응을 얻었습니다. 논술면접 : 두 가지의 면접 종료 후 대기실로 돌아와 질의에 대한 답을 적어 냈습니 다. 시간이 조금 지나 정확한 질문내용은 기억나지 않습니다만, 크게 어려운 것은 아 니었습니다. 취업준비책자에 소개되었던 기출문제 중 하나였던 걸로 기억합니다."" BEST 액 3000억원 이상 휴맥스홀딩스(주) 포지션 0개 채용 중 2 (주)오픈노트 - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 34 35 36 37 38 면접결과 면접경험 신고하기 지 않도록 하고 싶고, 그래서 자녀와 집안에서 영어로 대화할 수 있을만큼 계속 공부할 것이라도 말씀 드렸고, 흡족해 하셨습니다. 채용방식 필기시험, 인/적성검사, PT면접, 개인면접, 기타 합격 긍정적 도움이 돼요 4",{}
(주)윈스,"['6개월동안 했던 업무 요약', '어려웠던점', '회사 생활, 분위기등']","실제 업무 기준으로 질문을 했기때문에 크게 어려움은 없었음 ""오래전이였지만 학부생 인턴으로 선발되었고, 이후 인턴 6개월하고 면접 후 정직 원 채용"" 합격 보통 도움이 돼요 0",{}
(주)윈스,"['자소서에 적혀있는 학부때 진행했던 프로젝트에 대해 물었던 기억이 있음,']","난이도는 평이하고, 변칙적인 질문 없음 채용방식 인/적성검사, 개인면접, 기타",{}
(주)윈스,"['이직 하려는 진짜 이유.', '회사 제품을 사용했던데 회사 제품의 단점이 있으면 솔직하게 말해줘라.', '하던 일과 지원한 직무가 다른데 이유가 있나.']","딱딱하다면 딱딱한 분위기 였지만 회사에 관심이 많다는걸 보여드리면 조금씩은 풀어지는 분위기였습 니다 채용방식 인/적성검사, 개인면접",{}
(주)윈스,"['1. 준비되지않은 자기소개를 해보세요.', '2. 회사 내 팀원간의 마찰이 있을 경우 어떻게 하실래요']","1. 동물과 비유 2. 최대한 긍정적인 대답 채용방식 인/적성검사, 그룹면접",{}
(주)윈스,"['1. 자신있는 프로젝트', '2. 단점', '3. 야근 권유시']",전반적으로 괜찮은 분위기였습니다.,{}
(주)윈스,"['자소서에 있는 내용 위주의 질문들과, 개인적인 연구과제 여부와 무엇인지, 그리고 지원동기 비슷한 질', '문들을 몇번 받았습니다.']","안내대로 면접이 실제로 1시간이나 진행되고, 면접관분들도 조기종료하거나 길어지지 않는걸 신경 쓰 는 것 같았습니다. 짧은 시간은 아니니 컨디션관리 필수입니다.",{}
(주)윈스,"['1. 어떤 언어를 다뤄봤는지', '2. 진행했던 프로젝트 경험', '3. 프로젝트에서 맡은 역할']","처음에는 긴장했지만 편안한 분위기로 이끌어주셔서 갈수록 편안한 마음으로 답변할 수 있었습니다. 채용방식 스킬테스트, 그룹면접",{}
(주)윈스,['기억에 남는 질문은 없고 기술적인거 간단한거 많이 물어보심'],크게 난이도가 있지않았고 기본적인 보안 네트워크 정보만 있으면될듯,{}
(주)윈스,"['학생 시절 기억에 남는 프로젝트, 수상 이력에 대한 질문, 입사 시 나아가고 싶은 진로']","면접 분위기는 자유로웠으며, 면접자를 존중하는 분위기",{}
(주)윈스,"['1. 자신의 강점?', '2. 상사와의 트러블 상황시 어떻게 대처?', '3. 야간근무시 애로사항?']",솔직하게 말씀드림 가감없이 그대로 포장없이 채용방식 개인면접,{}
(주)윈스,"['면접관 3명과 지원자는 저혼자 다대일 면접 진행.', '경력관련 업무 내용과 진행한 프로젝트 내용, 이직사유']","이전 회사에서 진행한 내용과 이력서 기입내용 바탕으로 답변 채용방식 인/적성검사, 개인면접",{}
(주)윈스,['성적에 대한 질문 성적이 높지않은이유에 대한 압박질문'],보통이었습니다 채용방식 개인면접,{}
(주)윈스,['특별한 기억은 없지만 편안하게 해주셔서 면접을 잘 보게 되었음'],없음,{}
(주)윈스,"['자기소개, 회사를 어떤 회사로 알고있는지, 직무에대한 이해, 직무에 어려운점에 대한 생각']","임원의 압박면접시 담담하게 답변했으나 기분은 좋지않았음 채용방식 인/적성검사, 스킬테스트, 개인면접",{}
(주)윈스,"['이 직무에 왜 지원했는가, 자기소개서 안에 있는 질문 들 위주로 질문']","자기소개서 기반으로 질문함. 채용방식 그룹면접, 개인면접, 산행, 체육대회",{}
(주)윈스,"['자기소개, 프로젝트 내용 소개, 프로젝트에 대한 세부 내용 소개']",친절했슴다 채용방식 인/적성검사,{}
(주)윈스,"['업무 바로 가능한지?', '이직하는 이유?', '연봉이 적어져도 입사 가능한지?']",그냥 기계적인 면접 느낌 채용방식 개인면접,{}
(주)윈스,"['1. 현 직장에서 업무 담당하고 있는것이 무엇인지?', '2. 1번 질문에서 이어진 담당 업무 질문입니다.', '3. 이직을 하려는 이유']","매우 긍정적이었습니다.! 실무진 면접, 임원 면접 모두 다대다 면접이었는데도 편안한 분위기에서 봤습니다. 특히 긍정적이었던 이유는, 인사담당자님이 결정에 대해 시간을 주시고 친절하게 배려해주시는 것이 감사했습니다. 때문에 앞으로 경력이 더 쌓이게 된다면, 윈스에 다시 지원하고 싶고 윈스를 좋게 생각할 것 같습니다. 감사합니다. 채용방식 인/적성검사, 개인면접",{}
(주)윈스,"['1. 해당 분야에서 노력한 점', '2. 장점', '3. 자기소개']",떨어질줄 알앗는데 붙어서 놀람. 역시 면접은 어떻게 될지 모르는듯 채용방식 개인면접,{}
(주)윈스,['준비한 자기소개가 아닌 즉흥적으로 나를 소개해보기'],"면접 받는 내내 존중 받는다는 느낌과 긴장을 풀어주려고 해주셔서 좋은 분위기에서 대화하고 온 느낌 이였습니다. 채용방식 인/적성검사, 그룹면접 ""면접은 실무진 면접과 임원 면접으로 이루어지고 중간에 인적성도 봅니다."" 합격 긍정적 도움이 돼요 0",{}
(주)윈스,['흔한 자기소개 말고 본인 가족 중에 한명을 소개해 보라는 질문'],"질문의 의도를 파악하기 어려워서 제대로 답변한게 맞는지조차 모르겠다는 생각이 들었음. 지원자의 어떤부분이 보고싶은건지 궁금 ""1차 실무진 면접보고 인적성 본 후에 2차 임원면접 봄. 결과는 빠르게 나옴."" 합격 보통 도움이 돼요 1",{}
(주)윈스,['제가 받은 질문은 아닌데 영어를 좀 할수있다고하자 영어 자기소개 시킨것'],난이도는 높지않은 일반적인 면접이었습니다. 채용방식 그룹면접,{}
(주)윈스,['학교 관련 질문 프로젝트 본인 어필 정도 있음'],"나를 어필하라는거 참 어려운 문항입니다 채용방식 스킬테스트, 그룹면접",{}
(주)윈스,"['직무, 학교 기간이 길어진 이유, 전에 다녔을 때 해결한 문제점']",직무에 관해서 제대로 준비가 안되면 어렵게 느껴지네요,{}
(주)윈스,"['어떤 프로젝트를 해보았는지, 어떤 경험이 어려운 경험이었는지']",차근차근 잘 준비한다면 합격할 수 있을것입니다. 채용방식 개인면접,{}
(주)윈스,"['무슨회사인지 아는지', '왜 오고싶은지', '뭘 잘하는지']",정해지지 않은 틀을 원했던것 같고 이미 그냥 물어본것 같음. 채용방식 인/적성검사,{}
(주)윈스,"['학과를 여기로 간이유는?', '자격증이 적은 이유는?']","학과를 선택한건 후회하지만 앞으로가 중요하다고 생각합니다 학점은행제와 자격증을 통해서 해소하고자 노력하고 있습니다 회사 질문과 클라우드 사업 질문을 많이 할거라고 생각하고 준비하였으나 고비를 마셨습니다 채용방식 인/적성검사, 그룹면접",{}
(주)윈스,['왜 우리회사에 지원한지 궁굼해함.앞으로 자기발전도 물어봄'],너무 심플해서..면접이라가보단 인터뷰 한둣 채용방식 케이스 면접,{}
(주)윈스,"['전 직장에서 뭘했나', '이직사유가 무엇인가', '가족 중 제일 존경하는 사람은 누구인가']","실무적인걸 많이 물어보며 압박면접 답게 좀 긴장이 많이 되는 분위기이다 채용방식 인/적성검사, 개인면접",{}
(주)윈스,"['이 직종에 지원하게된 동기', '1분 자기소개', '이전직장에서의 이직이유']","생각보다 유연한분위기 였음 답변을 제대로 못해서 아쉬움 채용방식 그룹면접, 개인면접 ""이력서 제출하고 삼일이내에 면접통보 받음 본사에서 4층 15:00에 다대다로 진행 면접관 네명들어오시고 분위기 풀어주려고 노력하심 1분자기소개 시키고 직무에대해 알고잇는 부분에대한 질문 이전 직장에서 접햇던 장비들에 대해 물어보고 어떤 장빈지 설명함 인성에 관한 부분도 질문"" 대기중 긍정적 도움이 돼요 1",{}
(주)윈스,"['써본 장비들....', '무엇을 했는지....', '어땟는지....']",전에 다니던 회사에 대해서 설명함...,{}
(주)윈스,"['퇴사 이유, 지원동기, 경력사항 에 대해서 물어봤습니다. 그냥 평이한 질문들']","편안한 분위기 채용방식 인/적성검사, 그룹면접, 개인면접",{}
(주)윈스,"['진행한 프로젝트와 다른 분야로 지원한 이유는?', '이력서에 작성하지 않은 자기소개를 해보아라']","사장이 들어와서 질문하느라 다른 팀장급들이 질문을 아끼는모습이 보임 자기소개서에 이미 모든내용을 작성해 제출했는데 거기에 없는 이야기를 억지로 시킴 채용방식 인/적성검사, 그룹면접, 산행, 체육대회",{}
(주)윈스,"['잘하는 언어가 무엇인가?', '이러이러한 업무를 할건데 해본적있는가?', '지원한 이유가 있는가?']",무난한 질문. 기술적인 질문이 없었음. 채용방식 개인면접,{}
(주)윈스,['크게 기술적인 부분에 대해 묻지는않았고 이력서위주의 질문이 많음'],"편안하게 면접봄 채용방식 ""단순히 압박면접 보단 편안한분위기에서 면접을 보았음"" 액 3000억원 이상 대원씨티에스(주) 포지션 0개 채용 중 3 (주)이지아이앤씨 - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 19 20 21 22 23 면접결과 면접경험 신고하기 인/적성검사, 개인면접",{}
(주)윈스,"['간단한 자기소개, 회사 제품의 장점, 회사에 대해서 알고있는것']","편안한 분위기에서 면접볼 수 있었습니다 딱딱한 분위기만은 아니였습니다 채용방식 그룹면접 ""서류 합격 문자와 메일 수신 후 1차 면접까지 진행 했었습니다"" 불합격 보통 도움이 돼요 0",{}
(주)윈스,['입사후에 개인적으로 하고싶은게 있냐 물어보길레 그냥 대학이런거 이야기했던거같아요'],"포부나 로망에 대해서 이야기하면 긍정적 채용방식 인/적성검사, 개인면접",{}
(주)윈스,"['자기소개 1분, 동아리 활동 이력, 포렌식 관련 질문 등등']","자기소개는 자기소개서에 작성하지 않은 내용으로 소개하였고 나머지는 유연하게 대답함 ""실무진 면접은 실무에 관한걸 많이 물어보고 임원 면접은 인성에 관한걸 물어봄"" 합격 긍정적 도움이 돼요 1",{}
(주)윈스,"['자소서를 이렇게 작성한 이유', '대학때 배웠던 기술']","현재는 아니라고 들었지만 굉장히 편안한 분위기 였다. 나혼자 괜히 긴장 많이함. ""구직사이트를 보고 먼저 컨택이 와서 입사한 케이스임. 이력서 넘겨주고 배정받은 날짜에 면접보고 연봉협상 후 출근날짜 협의"" 합격 긍정적 도움이 돼요 1",{}
(주)윈스,"['학교때 주로 어떤걸 공부했는지?', '프로젝트에서 어떤 역할을 맡고, 어떤걸 수행했는지?', '인생에서 가장 중요하게 여기는 점?']","면접 분위기는 되게 편안했고, 회사에 대한 것은 공부를 안해가도 된다고 생각이 들정도였어요. 일단 자 기가 한것에 대한것을 잘 준비해가면 충분히 잘하실 수 있을거에요. 면접 자체 난이도는 어렵지 않다고 생각되요 채용방식 그룹면접",{}
(주)윈스,"['일상관련 프로젝트관련업무를 물어봄.', '근무는언제부터 가능한지?등']",프로젝트있는 내용으로 성심성이껏답변하였고 추천인 추천받아진행하여 딱히 뭐가없음 채용방식 개인면접,{}
(주)윈스,['동아리활동 인성 등 이런질문 분위기는 온화함'],"솔직한걸 좋아한다고 하셔서 솔직하게 답함 ""서류내고 이메일로 며칠안에 연락왔음 준비시간짧음"" 합격 보통 도움이 돼요 0",{}
(주)윈스,"['수행한 프로젝트에서 기여한 부분, 이력서에 작성한 기술의 내용']","무난했음 채용방식 인/적성검사, 스킬테스트, 개인면접",{}
(주)윈스,"['1. 우리회사가 뭐하는 회사인지알고있나', '2. 해당 직무가 뭐 하는지 아나?', '3. 기술면섭']",.,{}
(주)윈스,"['해당 업무에 대해 설명하시오', '지원하게된 계기', '입사 후 포부', '1분 자기소개']","각 질문에 적당하게 대답을 진행했습니다 이 때 오히려 긴장하지않고 대화를 하듯이 진행했다 채용방식 필기시험, 인/적성검사, 개인면접",{}
(주)윈스,"['1. 자기소개(준비한 것이 아닌 정말로 자신을 소개)', '2. 회사에 궁금한 점']","면접자가 본인에 대해 충분히 어필할 수 있도록 기회를 많이 줌 채용방식 인/적성검사, 개인면접",{}
(주)윈스,"['프로젝트에 대한 질문, 기억에 남는 교육과정, 스노트 사용경험이 있는지']","면접 분위기는 상당히 좋았습니다 ""실무면접을 진행하고 바로 최종결과 발표였습니다"" 불합격 긍정적 도움이 돼요 0",{}
(주)윈스,['경력 관련 질문과 주/야 근무가 가능한지 등 간단한 질문만 받았습니다.'],급하게 뽑아서 형식상 면접본다는 느낌을 받았습니다. 채용방식 개인면접,{}
(주)윈스,"['관련된 지식을 교과목에서 배운적 있는지 / 이 업무는 어떻게 진행을 했고 결과는 어땠는지 / 마지막으', '로 질문하고 싶은거']",대부분 대답을 잘했고 다들 수긍하는 분위기 였음 / 자소서 기반이라 그런지 그렇게 깊은 질문은 들어 오지 않았음,{}
